,FULL_NAME,YEAR_START,YEAR_END,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,COLLEGE,PLAYER_ID
3413,Wayne Simien,2006,2007,F,6-9,255.0,"March 9, 1983",University of Kansas,101134.0
3414,Ben Simmons,2018,2018,G-F,6-10,230.0,"July 20, 1996",Louisiana State University,1627732.0
3415,Bobby Simmons,2002,2012,G-F,6-7,210.0,"June 2, 1980",DePaul University,2250.0
3416,Cedric Simmons,2007,2009,F,6-9,235.0,"January 3, 1986",North Carolina State University,200759.0
3417,Grant Simmons,1968,1969,G,6-3,190.0,"March 7, 1943",University of Nebraska,80614.0
3421,Lionel Simmons,1991,1997,F,6-7,210.0,"November 14, 1968",La Salle University,1489.0
3422,Miles Simon,1999,1999,G,6-3,202.0,"November 21, 1975",University of Arizona,1750.0
3424,Dickey Simpkins,1995,2002,F,6-9,248.0,"April 6, 1972",Providence College,54.0
3425,Ralph Simpson,1971,1980,G-F,6-5,200.0,"August 10, 1949",Michigan State University,78157.0
3427,Bob Sims,1962,1968,G-F,6-5,220.0,"October 9, 1938",Pepperdine University,78160.0
3431,Scott Sims,1978,1978,G,6-1,170.0,"April 18, 1955",University of Missouri,78161.0
3432,Kyle Singler,2013,2018,F,6-8,228.0,"May 4, 1988",Duke University,202713.0
3433,Sean Singletary,2009,2009,G,6-0,185.0,"September 6, 1985",University of Virginia,201606.0
3434,Chris Singleton,2012,2014,F,6-8,230.0,"November 21, 1989",Florida State University,202698.0
3437,Zeke Sinicola,1952,1954,G,5-10,165.0,"January 25, 1929",Niagara University,78163.0
3438,Charlie Sitton,1985,1985,F,6-8,210.0,"July 3, 1962",Oregon State University,78164.0
3439,Peyton Siva,2014,2014,G,6-0,185.0,"October 24, 1990",University of Louisville,203491.0
3440,Scott Skiles,1987,1996,G,6-1,180.0,"March 5, 1964",Michigan State University,101.0
3441,Al Skinner,1975,1980,G,6-3,190.0,"June 16, 1952",University of Massachusetts Amherst,78167.0
3442,Brian Skinner,1999,2012,F,6-9,255.0,"May 19, 1976",Baylor University,1730.0
3444,Whitey Skoog,1952,1957,G,5-11,180.0,"November 2, 1926",University of Minnesota,78169.0
3445,Jeff Slade,1963,1963,F,6-6,220.0,"March 1, 1941",Kenyon College,78170.0
3447,Jim Slaughter,1952,1952,C,6-11,210.0,"May 13, 1928",University of South Carolina,78171.0
3448,Jose Slaughter,1983,1983,G,6-5,205.0,"September 9, 1960",University of Portland,78172.0
3449,Tamar Slay,2003,2005,G,6-8,215.0,"April 2, 1980",Marshall University,2447.0
3451,Jerry Sloan,1966,1976,G-F,6-5,195.0,"March 28, 1942",University of Evansville,78173.0
3452,Tom Sluby,1985,1985,G,6-4,200.0,"February 18, 1962",University of Notre Dame,78174.0
3453,Keith Smart,1989,1989,G,6-1,175.0,"September 21, 1964",Indiana University,78175.0
3454,Marcus Smart,2015,2018,G,6-4,220.0,"March 6, 1994",Oklahoma State University,203935.0
3457,Adrian Smith,1962,1972,G,6-1,180.0,"October 5, 1936",University of Kentucky,78178.0
3458,Al Smith,1972,1976,G,6-1,185.0,"January 15, 1947",Bradley University,81007.0
3459,Bill Smith,1962,1962,G-F,6-5,190.0,"April 26, 1939",Saint Peter's College,78207.0
3460,Bingo Smith,1970,1980,F-G,6-5,195.0,"February 26, 1946",University of Tulsa,78202.0
3461,Bobby Smith,1960,1962,G,6-4,190.0,"August 20, 1937",West Virginia University,78203.0
3462,Charles Smith,1989,1997,F-C,6-10,230.0,"July 16, 1965",University of Pittsburgh,293.0
3463,Charles Smith,1990,1996,G,6-1,160.0,"November 29, 1967",Georgetown University,1520.0
3464,Charles Smith,1998,2006,G,6-4,194.0,"August 22, 1975",University of New Mexico,1520.0
3465,Chris Smith,1993,1995,G,6-3,190.0,"May 17, 1970",University of Connecticut,1814.0
3466,Chris Smith,2014,2014,G,6-2,200.0,"October 13, 1987",University of Louisville,1814.0
3467,Clinton Smith,1987,1991,F,6-6,210.0,"January 19, 1964",Cleveland State University,78181.0
3468,Craig Smith,2007,2012,F,6-7,250.0,"November 10, 1983",Boston College,200783.0
3471,Derek Smith,1983,1991,G-F,6-6,205.0,"November 1, 1961",University of Louisville,78183.0
3472,Don Smith,1949,1949,G-F,6-2,190.0,"July 27, 1920",University of Minnesota,82169.0
3473,Don Smith,1975,1975,G,6-0,160.0,"October 10, 1951",University of Dayton,78184.0
3474,Donta Smith,2005,2006,G-F,6-7,215.0,"November 27, 1983",Southeastern Illinois College,2764.0
3475,Doug Smith,1992,1996,F,6-10,220.0,"September 17, 1969",University of Missouri,475.0
3476,Ed Smith,1954,1954,F,6-6,180.0,"July 5, 1929",Harvard University,78187.0
3477,Elmore Smith,1972,1979,C,7-0,250.0,"May 9, 1949",Kentucky State University,78188.0
3478,Garfield Smith,1971,1973,C-F,6-9,235.0,"November 18, 1945",Eastern Kentucky University,78189.0
3479,Greg Smith,1969,1976,F,6-5,195.0,"January 28, 1947",Western Kentucky University,78190.0
3480,Greg Smith,2012,2016,C,6-10,250.0,"January 8, 1991","California State University, Fresno",78190.0
3482,Jabari Smith,2001,2005,C,6-11,250.0,"February 12, 1977",Louisiana State University,2074.0
3483,Jason Smith,2008,2018,F-C,7-0,245.0,"March 2, 1986",Colorado State University,201160.0
3484,Jerry Smith,2012,2012,G,6-2,190.0,"September 26, 1987",University of Louisville,80365.0
3485,Jim Smith,1982,1983,F,6-9,225.0,"April 12, 1958",Ohio State University,78191.0
3486,Joe Smith,1996,2011,F,6-10,225.0,"July 26, 1975",University of Maryland,693.0
3487,John Smith,1969,1970,C,7-0,235.0,"May 24, 1944",University of Southern Colorado,82750.0
3488,Keith Smith,1987,1987,G,6-3,180.0,"March 9, 1964",Loyola Marymount University,78192.0
3489,Ken Smith,1976,1976,F,6-7,185.0,"July 12, 1953",University of Tulsa,81904.0
3490,Kenny Smith,1988,1997,G,6-3,170.0,"March 8, 1965",University of North Carolina,181.0
3492,Larry Smith,1981,1993,F-C,6-8,215.0,"January 18, 1958",Alcorn State University,78195.0
3493,Michael Smith,1990,1995,F,6-10,225.0,"May 19, 1965",Brigham Young University,78197.0
3494,Michael Smith,1995,2001,F,6-8,230.0,"March 28, 1972",Providence College,63.0
3495,Mike Smith,2001,2001,F,6-8,195.0,"April 15, 1976",University of Louisiana at Monroe,2065.0
3496,Nolan Smith,2012,2013,G,6-2,185.0,"July 25, 1988",Duke University,202701.0
3497,Otis Smith,1987,1992,G-F,6-5,210.0,"January 30, 1964",Jacksonville University,78198.0
3498,Phil Smith,1975,1983,G,6-4,185.0,"April 22, 1952",University of San Francisco,78199.0
3499,Randy Smith,1972,1983,G-F,6-3,180.0,"December 12, 1948",State University of New York College at Buffalo,78200.0
3500,Reggie Smith,1993,1994,C,6-10,240.0,"August 21, 1970",Texas Christian University,78201.0
3501,Robert Smith,1978,1985,G,5-11,165.0,"March 10, 1955","University of Nevada, Las Vegas",78204.0
3502,Russ Smith,2015,2016,G,6-0,165.0,"April 19, 1991",University of Louisville,203893.0
3503,Sam Smith,1968,1971,F,6-7,230.0,"January 27, 1944",Kentucky Wesleyan College,80675.0
3504,Sam Smith,1979,1980,G,6-4,200.0,"January 8, 1955","University of Nevada, Las Vegas",80675.0
3505,Steve Smith,1992,2005,G,6-7,200.0,"March 31, 1969",Michigan State University,82379.0
3506,Steven Smith,2007,2007,F,6-8,235.0,"April 12, 1983",La Salle University,120.0
3509,Tony Smith,1991,2001,G,6-3,185.0,"June 14, 1968",Marquette University,380.0
3511,Willie Smith,1977,1980,G,6-2,170.0,"October 26, 1953",University of Missouri,78208.0
3512,Rik Smits,1989,2000,C,7-4,250.0,"August 23, 1966",Marist College,22.0
3513,Mike Smrek,1986,1992,C,7-0,250.0,"August 31, 1962",Canisius College,1091.0
3514,Joe Smyth,1954,1954,F,6-3,215.0,"May 22, 1929",Niagara University,78212.0
3515,Tony Snell,2014,2018,G-F,6-7,200.0,"November 10, 1991",University of New Mexico,203503.0
3516,Eric Snow,1996,2008,G,6-3,190.0,"April 24, 1973",Michigan State University,727.0
3517,Dick Snyder,1967,1979,G-F,6-5,207.0,"February 1, 1944",Davidson College,78213.0
3518,Kirk Snyder,2005,2008,G,6-6,225.0,"June 5, 1983","University of Nevada, Reno",2745.0
3520,Ricky Sobers,1976,1986,G,6-3,198.0,"January 15, 1953","University of Nevada, Las Vegas",78215.0
3521,Ron Sobie,1957,1960,G,6-3,185.0,"September 21, 1934",DePaul University,78216.0
3522,Mike Sojourner,1975,1977,C-F,6-9,225.0,"October 16, 1953",University of Utah,78217.0
3524,Will Solomon,2002,2009,G,6-1,185.0,"July 20, 1978",Clemson University,2226.0
3525,Willie Somerset,1966,1969,G,5-8,170.0,"March 17, 1942",Duquesne University,78219.0
3526,Darius Songaila,2004,2011,F,6-9,248.0,"February 14, 1978",Wake Forest University,2443.0
3527,Dave Sorenson,1971,1973,F,6-8,225.0,"July 8, 1948",Ohio State University,78220.0
3530,Pape Sow,2005,2007,F,6-10,250.0,"November 22, 1981","California State University, Fullerton",2776.0
3531,Ken Spain,1971,1971,C,6-9,225.0,"October 6, 1946",University of Houston,81008.0
3532,Jim Spanarkel,1980,1984,G-F,6-5,190.0,"June 28, 1957",Duke University,78222.0
3533,Daniel Sparks,1969,1970,F,6-8,200.0,"April 17, 1945",Weber State University,80805.0
3534,Guy Sparrow,1958,1960,F,6-6,218.0,"November 2, 1932",University of Detroit Mercy,78223.0
3535,Rory Sparrow,1981,1992,G,6-2,175.0,"June 12, 1958",Villanova University,600009.0
3536,Odie Spears,1949,1957,G,6-5,205.0,"June 17, 1924",Western Kentucky University,78225.0
3538,Marreese Speights,2009,2018,C-F,6-10,255.0,"August 4, 1987",University of Florida,201578.0
3540,Elmore Spencer,1993,1997,C,7-0,270.0,"December 6, 1969","University of Nevada, Las Vegas",771.0
3541,Felton Spencer,1991,2002,C,7-0,265.0,"January 15, 1968",University of Louisville,280.0
3544,Art Spoelstra,1955,1958,C,6-9,220.0,"September 11, 1932",Western Kentucky University,78232.0
3545,Latrell Sprewell,1993,2005,G,6-5,190.0,"September 8, 1970",University of Alabama,84.0
3546,Larry Spriggs,1982,1986,F,6-7,230.0,"September 8, 1959",Howard University,78233.0
3548,Ryan Stack,1999,2000,F,6-11,215.0,"July 24, 1975",University of South Carolina,1756.0
3549,Jerry Stackhouse,1996,2013,G-F,6-6,218.0,"November 5, 1974",University of North Carolina,711.0
3550,Kevin Stacom,1975,1982,G,6-3,185.0,"September 4, 1951",Providence College,78237.0
3552,Dave Stallworth,1966,1975,F-C,6-7,200.0,"December 20, 1941",Wichita State University,78238.0
3553,Terence Stansbury,1985,1987,G,6-5,170.0,"February 27, 1961",Temple University,78241.0
3555,Keith Starr,1977,1977,G-F,6-6,190.0,"March 14, 1954",University of Pittsburgh,78243.0
3556,Nik Stauskas,2015,2018,G,6-6,205.0,"October 7, 1993",University of Michigan,203917.0
3557,Larry Staverman,1959,1964,F,6-7,205.0,"October 11, 1936",Thomas More College,78244.0
3558,Larry Steele,1972,1980,G-F,6-5,180.0,"May 5, 1949",University of Kentucky,78245.0
3559,Matt Steigenga,1997,1997,F,6-7,225.0,"March 27, 1970",Michigan State University,1099.0
3561,Everette Stephens,1989,1991,G,6-2,175.0,"October 21, 1966",Purdue University,78247.0
3562,Jack Stephens,1956,1956,G-F,6-3,185.0,"May 18, 1933",University of Notre Dame,78249.0
3564,Lance Stephenson,2011,2018,G-F,6-5,230.0,"September 5, 1990",University of Cincinnati,202362.0
3566,Brook Steppe,1983,1989,G-F,6-5,195.0,"November 7, 1959",Georgia Institute of Technology,78250.0
3567,Barry Stevens,1993,1993,G-F,6-5,195.0,"January 17, 1963",Iowa State University,78251.0
3568,Wayne Stevens,1960,1960,F,6-3,185.0,"June 19, 1936",University of Cincinnati,78252.0
3569,Dennis Stewart,1971,1971,F,6-6,220.0,"April 11, 1947",University of Michigan,78253.0
3570,Kebu Stewart,1998,1998,F,6-8,239.0,"December 19, 1973","California State University, Bakersfield",1529.0
3573,Norm Stewart,1957,1957,F,6-5,205.0,"January 20, 1935",University of Missouri,78256.0
3575,Steve Stipanovich,1984,1988,C,6-11,245.0,"November 17, 1960",University of Missouri,78257.0
3576,Bryant Stith,1993,2002,G,6-5,208.0,"December 10, 1970",University of Virginia,179.0
3577,Sam Stith,1962,1962,G,6-2,185.0,"July 22, 1937",St. Bonaventure University,78259.0
3578,Tom Stith,1963,1963,F,6-5,210.0,"January 21, 1939",St. Bonaventure University,78260.0
3579,Alex Stivrins,1986,1993,F,6-8,220.0,"November 29, 1962",University of Colorado,78261.0
3581,John Stockton,1985,2003,G,6-1,170.0,"March 26, 1962",Gonzaga University,304.0
3582,Ed Stokes,1998,1998,C,7-0,264.0,"September 3, 1971",University of Arizona,1055.0
3583,Greg Stokes,1986,1990,F-C,6-10,220.0,"August 5, 1963",University of Iowa,78264.0
3584,Jarnell Stokes,2015,2017,F-C,6-9,263.0,"January 7, 1994",University of Tennessee,203950.0
3585,Maurice Stokes,1956,1958,F-C,6-7,232.0,"June 17, 1933",Saint Francis University,600016.0
3587,Diamond Stone,2017,2017,C,6-11,255.0,"February 10, 1997",University of Maryland,1627754.0
3588,George Stone,1969,1972,F,6-7,195.0,"February 9, 1946",Marshall University,80793.0
3591,Damon Stoudamire,1996,2008,G,5-10,171.0,"September 3, 1973",University of Arizona,757.0
3592,Salim Stoudamire,2006,2008,G,6-1,179.0,"October 11, 1982",University of Arizona,101136.0
3593,Paul Stovall,1973,1974,F,6-4,215.0,"August 16, 1948",Arizona State University,78267.0
3595,Joe Strawder,1966,1968,C,6-10,235.0,"September 21, 1940",Bradley University,78268.0
3596,Bill Stricker,1971,1971,F,6-9,210.0,"January 22, 1948",University of the Pacific,78269.0
3599,Rod Strickland,1989,2005,G,6-3,175.0,"July 11, 1966",DePaul University,393.0
3600,Roger Strickland,1964,1964,F,6-5,200.0,"September 4, 1940",Jacksonville University,78270.0
3601,John Stroeder,1988,1989,F,6-10,260.0,"July 24, 1958",University of Montana,78271.0
3602,Derek Strong,1992,2001,F,6-8,220.0,"February 9, 1968",Xavier University,400.0
3603,Lamont Strothers,1992,1993,G,6-4,190.0,"May 10, 1968",Christopher Newport University,78273.0
3604,John Stroud,1981,1981,F,6-7,215.0,"October 29, 1957",University of Mississippi,78274.0
3606,Rodney Stuckey,2008,2017,G,6-5,210.0,"April 21, 1986",Eastern Washington University,201155.0
3607,Gene Stump,1948,1950,F-G,6-2,185.0,"November 13, 1923",DePaul University,78275.0
3610,Jared Sullinger,2013,2017,F,6-9,260.0,"March 4, 1992",Ohio State University,203096.0
3611,DaJuan Summers,2010,2013,F,6-8,230.0,"January 24, 1988",Georgetown University,201969.0
3612,Barry Sumpter,1989,1989,F-C,6-11,215.0,"November 11, 1965",Austin Peay State University,78654.0
3613,Don Sunderlage,1954,1955,G,6-1,180.0,"December 20, 1929",University of Illinois at Urbana-Champaign,78278.0
3614,Jon Sundvold,1984,1992,G,6-2,170.0,"July 2, 1961",University of Missouri,78279.0
3615,Bob Sura,1996,2005,G,6-5,200.0,"March 25, 1973",Florida State University,682.0
3616,Dick Surhoff,1953,1954,F,6-4,210.0,"November 16, 1929",Long Island University,78280.0
3618,Dane Suttle,1984,1985,G,6-3,190.0,"August 9, 1961",Pepperdine University,78281.0
3619,Greg Sutton,1992,1996,G,6-2,170.0,"December 3, 1967",Oral Roberts University,357.0
3620,Keith Swagerty,1969,1970,F,6-7,235.0,"October 30, 1945",University of the Pacific,80639.0
3621,Bennie Swain,1959,1959,F,6-8,220.0,"December 16, 1933",Texas Southern University,78283.0
3622,Caleb Swanigan,2018,2018,F,6-8,250.0,"April 18, 1997",Purdue University,1628403.0
3623,Norm Swanson,1954,1954,F,6-6,210.0,"October 4, 1930",University of Detroit Mercy,78284.0
3624,Dan Swartz,1963,1963,F,6-4,215.0,"December 23, 1934",Morehead State University,78285.0
3626,Skeeter Swift,1970,1974,G,6-3,204.0,"June 19, 1946",East Tennessee State University,81051.0
3627,Stromile Swift,2001,2009,F,6-9,225.0,"November 21, 1979",Louisiana State University,2031.0
3632,Wally Szczerbiak,2000,2009,F,6-7,244.0,"March 5, 1977",Miami University,1887.0
3633,Walt Szczerbiak,1972,1972,F,6-6,210.0,"August 21, 1949",George Washington University,81390.0
3635,Chris Taft,2006,2006,F,6-10,260.0,"March 10, 1985",University of Pittsburgh,101147.0
3637,Roy Tarpley,1987,1995,C-F,6-11,230.0,"November 28, 1964",University of Michigan,78293.0
3638,Levern Tart,1968,1971,G-F,6-2,195.0,"June 1, 1942",Bradley University,80403.0
3639,Earl Tatum,1977,1980,G-F,6-5,185.0,"July 26, 1953",Marquette University,78294.0
3640,Jayson Tatum,2018,2018,F,6-8,205.0,"March 3, 1998",Duke University,1628369.0
3641,Anthony Taylor,1989,1989,G,6-4,175.0,"November 30, 1965",University of Oregon,78295.0
3642,Brian Taylor,1973,1982,G,6-2,185.0,"June 9, 1951",Princeton University,78296.0
3645,Fred Taylor,1971,1972,G-F,6-5,180.0,"February 5, 1948",University of Texas-Pan American,78298.0
3648,Jeff Taylor,1983,1987,G,6-4,175.0,"January 1, 1960",Texas Tech University,78299.0
3649,Jeffery Taylor,2013,2015,F,6-7,225.0,"May 23, 1989",Vanderbilt University,203106.0
3650,Jermaine Taylor,2010,2011,G,6-4,210.0,"December 8, 1986",University of Central Florida,201966.0
3651,Johnny Taylor,1998,2000,F,6-9,220.0,"June 4, 1974",University of Tennessee at Chattanooga,1511.0
3653,Maurice Taylor,1998,2007,F,6-9,260.0,"October 30, 1976",University of Michigan,1508.0
3654,Mike Taylor,2009,2009,G,6-2,165.0,"January 21, 1986",Iowa State University,201446.0
3655,Oliver Taylor,1971,1974,G-F,6-2,194.0,"March 7, 1947",University of Houston,81228.0
3656,Ronald Taylor,1970,1972,C,7-1,265.0,"November 21, 1947",University of Southern California,81037.0
3657,Tyshawn Taylor,2013,2014,G,6-3,185.0,"April 12, 1990",University of Kansas,203116.0
3658,Vince Taylor,1983,1983,G-F,6-5,180.0,"September 11, 1960",Duke University,78303.0
3659,Terry Teagle,1983,1993,F-G,6-5,195.0,"April 10, 1960",Baylor University,78304.0
3660,Jeff Teague,2010,2018,G,6-2,186.0,"June 10, 1988",Wake Forest University,201952.0
3661,Marquis Teague,2013,2014,G,6-2,189.0,"February 28, 1993",University of Kentucky,203104.0
3662,Collis Temple,1975,1975,F,6-8,220.0,"November 8, 1952",Louisiana State University,81809.0
3664,Ira Terrell,1977,1979,F-C,6-8,200.0,"June 19, 1954",Southern Methodist University,78305.0
3665,Carlos Terry,1981,1983,G-F,6-5,210.0,"June 22, 1956",Winston-Salem State University,78307.0
3666,Chuck Terry,1973,1977,F,6-6,215.0,"September 27, 1950","California State University, Long Beach",78306.0
3667,Claude Terry,1973,1978,G-F,6-4,195.0,"January 12, 1950",Stanford University,78308.0
3668,Jason Terry,2000,2018,G,6-2,185.0,"September 15, 1977",University of Arizona,1891.0
3669,Hasheem Thabeet,2010,2014,C,7-3,263.0,"February 16, 1987",University of Connecticut,201934.0
3670,Tom Thacker,1964,1971,G-F,6-2,170.0,"November 2, 1939",University of Cincinnati,78309.0
3672,Reggie Theus,1979,1991,G,6-7,190.0,"October 13, 1957","University of Nevada, Las Vegas",78310.0
3673,Peter Thibeaux,1985,1986,F,6-7,210.0,"October 3, 1961",Saint Mary's College of California,78311.0
3674,Bill Thieben,1957,1958,F-C,6-7,215.0,"March 28, 1935",Hofstra University,78312.0
3675,Justus Thigpen,1970,1974,G,6-1,160.0,"August 13, 1947",Weber State University,78313.0
3676,David Thirdkill,1983,1987,F-G,6-7,195.0,"April 12, 1960",Bradley University,78314.0
3681,Etan Thomas,2002,2011,F,6-9,256.0,"April 1, 1978",Syracuse University,2041.0
3683,Isaiah Thomas,2012,2017,G,5-9,185.0,"February 7, 1989",University of Washington,202738.0
3684,Isiah Thomas,1982,1994,G,6-1,180.0,"April 30, 1961",Indiana University,78318.0
3687,Jim Thomas,1984,1991,G,6-3,190.0,"October 19, 1960",Indiana University,78320.0
3688,Joe Thomas,1971,1971,F,6-6,205.0,"March 9, 1948",Marquette University,78321.0
3689,John Thomas,1998,2006,F,6-9,265.0,"September 8, 1975",University of Minnesota,1519.0
3690,Kenny Thomas,2000,2010,F,6-7,261.0,"July 25, 1977",University of New Mexico,1903.0
3691,Kurt Thomas,1996,2013,F,6-9,230.0,"October 4, 1972",Texas Christian University,703.0
3693,Malcolm Thomas,2012,2015,F,6-9,225.0,"November 8, 1988",San Diego State University,83342.0
3694,Ronald Thomas,1973,1976,F,6-6,215.0,"November 19, 1950",University of Louisville,81523.0
3695,Terry Thomas,1976,1976,F,6-8,220.0,"August 20, 1953",University of Detroit Mercy,78322.0
3696,Tim Thomas,1998,2010,F,6-10,230.0,"February 26, 1977",Villanova University,1501.0
3697,Tyrus Thomas,2007,2015,F,6-9,215.0,"August 17, 1986",Louisiana State University,200748.0
3698,Trey Thompkins,2012,2012,F,6-10,245.0,"May 20, 1990",University of Georgia,202717.0
3699,Bernard Thompson,1985,1989,F-G,6-6,210.0,"August 30, 1962","California State University, Fresno",78323.0
3700,Billy Thompson,1987,1992,F,6-7,195.0,"December 1, 1963",University of Louisville,1631.0
3701,Brooks Thompson,1995,1998,G,6-4,193.0,"July 19, 1970",Oklahoma State University,240.0
3702,Corny Thompson,1983,1983,F,6-8,225.0,"February 5, 1960",University of Connecticut,78325.0
3703,David Thompson,1976,1984,G-F,6-4,195.0,"July 13, 1954",North Carolina State University,78326.0
3704,Dijon Thompson,2006,2007,G-F,6-7,195.0,"February 23, 1983","University of California, Los Angeles",101159.0
3705,George Thompson,1970,1975,G,6-2,200.0,"November 29, 1947",Marquette University,78327.0
3707,Jack Thompson,1969,1969,G,6-1,185.0,"March 26, 1946",University of South Carolina,80843.0
3708,Jason Thompson,2009,2016,F-C,6-11,250.0,"July 21, 1986",Rider University,201574.0
3709,John Thompson,1965,1966,F,6-10,225.0,"September 2, 1941",Providence College,78328.0
3710,Kevin Thompson,1994,1994,C-F,6-11,260.0,"February 7, 1971",North Carolina State University,78329.0
3711,Klay Thompson,2012,2018,G-F,6-7,215.0,"February 8, 1990",Washington State University,202691.0
3712,LaSalle Thompson,1983,1997,C-F,6-10,245.0,"June 23, 1961",University of Texas at Austin,78.0
3713,Mychal Thompson,1979,1991,C-F,6-10,226.0,"January 30, 1955",University of Minnesota,78331.0
3715,Paul Thompson,1984,1986,G-F,6-6,210.0,"May 25, 1961",Tulane University,78332.0
3717,Tristan Thompson,2012,2018,F-C,6-9,238.0,"March 13, 1991",University of Texas at Austin,202684.0
3718,Skip Thoren,1968,1970,C,6-10,230.0,"April 5, 1943",University of Illinois at Urbana-Champaign,80548.0
3719,Rod Thorn,1964,1971,G,6-4,195.0,"May 23, 1941",West Virginia University,78335.0
3720,Al Thornton,2008,2011,F,6-8,220.0,"December 7, 1983",Florida State University,201154.0
3721,Bob Thornton,1986,1996,F-C,6-10,225.0,"July 10, 1962","University of California, Irvine",738.0
3722,Dallas Thornton,1969,1970,G,6-4,190.0,"September 1, 1946",Kentucky Wesleyan College,80844.0
3723,Marcus Thornton,2010,2017,G,6-4,205.0,"June 5, 1987",Louisiana State University,201977.0
3724,Sindarius Thornwell,2018,2018,G,6-5,212.0,"November 15, 1994",University of South Carolina,1628414.0
3725,Otis Thorpe,1985,2001,F-C,6-9,225.0,"August 5, 1962",Providence College,901.0
3726,Sedale Threatt,1984,1997,G,6-2,175.0,"September 10, 1961",West Virginia University Institute of Technology,9.0
3727,Nate Thurmond,1964,1977,C-F,6-11,225.0,"July 25, 1941",Bowling Green State University,600001.0
3731,Darren Tillis,1983,1984,C-F,6-11,215.0,"February 23, 1960",Cleveland State University,78343.0
3732,Jack Tingle,1948,1949,F,6-4,205.0,"December 30, 1924",University of Kentucky,78344.0
3733,George Tinsley,1970,1972,F,6-5,205.0,"September 19, 1946",Kentucky Wesleyan College,81009.0
3734,Jamaal Tinsley,2002,2014,G,6-3,195.0,"February 28, 1978",Iowa State University,2224.0
3735,Wayman Tisdale,1986,1997,F-C,6-9,240.0,"June 9, 1964",University of Oklahoma,47.0
3738,Ray Tolbert,1982,1989,F,6-9,225.0,"September 10, 1958",Indiana University,78348.0
3739,Tom Tolbert,1989,1995,F-C,6-7,235.0,"October 16, 1965",University of Arizona,78347.0
3741,Dean Tolson,1975,1978,F,6-8,190.0,"November 25, 1951",University of Arkansas,78349.0
3742,Rudy Tomjanovich,1971,1981,F,6-8,218.0,"November 24, 1948",University of Michigan,78350.0
3743,Andrew Toney,1981,1988,G,6-3,178.0,"November 23, 1957",University of Louisiana at Lafayette,78351.0
3744,Sedric Toney,1986,1994,G,6-2,178.0,"April 13, 1962",University of Dayton,78352.0
3745,Andy Tonkovich,1949,1949,G,6-1,185.0,"November 1, 1922",Marshall University,78353.0
3748,Bernard Toone,1980,1980,F,6-9,210.0,"July 14, 1956",Marquette University,78356.0
3750,Gene Tormohlen,1963,1970,C-F,6-8,230.0,"May 12, 1937",University of Tennessee,78358.0
3751,Bill Tosheff,1952,1954,G,6-1,175.0,"June 2, 1926",Indiana University,78359.0
3753,Monte Towe,1976,1977,G,5-7,150.0,"September 27, 1953",North Carolina State University,78361.0
3756,Linton Townes,1983,1985,F-G,6-7,190.0,"November 30, 1959",James Madison University,78364.0
3757,Karl-Anthony Towns,2016,2018,C-F,7-0,244.0,"November 15, 1995",University of Kentucky,1626157.0
3758,Raymond Townsend,1979,1982,G,6-3,175.0,"December 20, 1955","University of California, Los Angeles",78365.0
3759,George Trapp,1972,1977,F-C,6-8,205.0,"July 11, 1948","California State University, Long Beach",78366.0
3760,John Trapp,1969,1973,F,6-7,210.0,"October 2, 1945","University of Nevada, Las Vegas",78367.0
3761,Robert Traylor,1999,2005,F,6-8,284.0,"February 1, 1977",University of Michigan,1714.0
3762,Gary Trent,1996,2004,F,6-8,250.0,"September 22, 1974",Ohio University,718.0
3763,Jeff Trepagnier,2002,2004,G,6-4,200.0,"July 11, 1979",University of Southern California,2244.0
3764,John Tresvant,1965,1973,F-C,6-7,215.0,"November 6, 1939",Seattle University,78651.0
3766,Kelly Tripucka,1982,1991,F-G,6-6,220.0,"February 16, 1959",University of Notre Dame,78369.0
3767,Ansley Truitt,1973,1973,C,6-9,215.0,"August 24, 1950",University of California,81444.0
3769,Lou Tsioropoulos,1957,1959,F,6-5,190.0,"August 31, 1930",University of Kentucky,78371.0
3770,Al Tucker,1968,1972,F,6-8,190.0,"February 24, 1943",Oklahoma Baptist University,78372.0
3771,Alando Tucker,2008,2010,F,6-6,205.0,"February 11, 1984",University of Wisconsin,201169.0
3773,Jim Tucker,1955,1957,F,6-7,185.0,"December 11, 1932",Duquesne University,78374.0
3775,Trent Tucker,1983,1993,G,6-5,193.0,"December 20, 1959",University of Minnesota,78375.0
3776,Ronny Turiaf,2006,2015,F,6-10,249.0,"January 13, 1983",Gonzaga University,101142.0
3777,Andre Turner,1987,1992,G,5-11,160.0,"December 13, 1964",University of Memphis,78377.0
3778,Bill Turner,1968,1973,F,6-7,220.0,"February 18, 1944",University of Akron,78385.0
3779,Elston Turner,1982,1989,G-F,6-5,190.0,"June 10, 1959",University of Mississippi,78378.0
3780,Evan Turner,2011,2018,G,6-7,220.0,"October 27, 1988",Ohio State University,202323.0
3782,Herschell Turner,1968,1968,G,6-2,195.0,"March 29, 1938",University of Nebraska,80187.0
3783,Jack Turner,1955,1955,F-G,6-4,170.0,"June 29, 1930",Western Kentucky University,78380.0
3784,Jack Turner,1962,1962,G-F,6-5,200.0,"June 5, 1939",University of Louisville,78382.0
3785,Jeff Turner,1985,1996,F-C,6-9,230.0,"April 9, 1962",Vanderbilt University,78381.0
