RECORD_ID,FULL_NAME,YEAR_START,YEAR_END,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,COLLEGE,PLAYER_ID
3520,Ricky Sobers,1976,1986,G,6-3,198,"January 15, 1953","University of Nevada, Las Vegas",78215
3521,Ron Sobie,1957,1960,G,6-3,185,"September 21, 1934",DePaul University,78216
3522,Mike Sojourner,1975,1977,C-F,6-9,225,"October 16, 1953",University of Utah,78217
3524,Will Solomon,2002,2009,G,6-1,185,"July 20, 1978",Clemson University,2226
3525,Willie Somerset,1966,1969,G,5-8,170,"March 17, 1942",Duquesne University,78219
3526,Darius Songaila,2004,2011,F,6-9,248,"February 14, 1978",Wake Forest University,2443
3527,Dave Sorenson,1971,1973,F,6-8,225,"July 8, 1948",Ohio State University,78220
3530,Pape Sow,2005,2007,F,6-10,250,"November 22, 1981","California State University, Fullerton",2776
3531,Ken Spain,1971,1971,C,6-9,225,"October 6, 1946",University of Houston,81008
3532,Jim Spanarkel,1980,1984,G-F,6-5,190,"June 28, 1957",Duke University,78222
3533,Daniel Sparks,1969,1970,F,6-8,200,"April 17, 1945",Weber State University,80805
3534,Guy Sparrow,1958,1960,F,6-6,218,"November 2, 1932",University of Detroit Mercy,78223
3535,Rory Sparrow,1981,1992,G,6-2,175,"June 12, 1958",Villanova University,600009
3536,Odie Spears,1949,1957,G,6-5,205,"June 17, 1924",Western Kentucky University,78225
3538,Marreese Speights,2009,2018,C-F,6-10,255,"August 4, 1987",University of Florida,201578
3540,Elmore Spencer,1993,1997,C,7-0,270,"December 6, 1969","University of Nevada, Las Vegas",771
3541,Felton Spencer,1991,2002,C,7-0,265,"January 15, 1968",University of Louisville,280
3544,Art Spoelstra,1955,1958,C,6-9,220,"September 11, 1932",Western Kentucky University,78232
3545,Latrell Sprewell,1993,2005,G,6-5,190,"September 8, 1970",University of Alabama,84
3546,Larry Spriggs,1982,1986,F,6-7,230,"September 8, 1959",Howard University,78233
3548,Ryan Stack,1999,2000,F,6-11,215,"July 24, 1975",University of South Carolina,1756
3549,Jerry Stackhouse,1996,2013,G-F,6-6,218,"November 5, 1974",University of North Carolina,711
3550,Kevin Stacom,1975,1982,G,6-3,185,"September 4, 1951",Providence College,78237
3552,Dave Stallworth,1966,1975,F-C,6-7,200,"December 20, 1941",Wichita State University,78238
3553,Terence Stansbury,1985,1987,G,6-5,170,"February 27, 1961",Temple University,78241
3555,Keith Starr,1977,1977,G-F,6-6,190,"March 14, 1954",University of Pittsburgh,78243
3556,Nik Stauskas,2015,2018,G,6-6,205,"October 7, 1993",University of Michigan,203917
3557,Larry Staverman,1959,1964,F,6-7,205,"October 11, 1936",Thomas More College,78244
3558,Larry Steele,1972,1980,G-F,6-5,180,"May 5, 1949",University of Kentucky,78245
3559,Matt Steigenga,1997,1997,F,6-7,225,"March 27, 1970",Michigan State University,1099
3561,Everette Stephens,1989,1991,G,6-2,175,"October 21, 1966",Purdue University,78247
3562,Jack Stephens,1956,1956,G-F,6-3,185,"May 18, 1933",University of Notre Dame,78249
3564,Lance Stephenson,2011,2018,G-F,6-5,230,"September 5, 1990",University of Cincinnati,202362
3566,Brook Steppe,1983,1989,G-F,6-5,195,"November 7, 1959",Georgia Institute of Technology,78250
3567,Barry Stevens,1993,1993,G-F,6-5,195,"January 17, 1963",Iowa State University,78251
3568,Wayne Stevens,1960,1960,F,6-3,185,"June 19, 1936",University of Cincinnati,78252
3569,Dennis Stewart,1971,1971,F,6-6,220,"April 11, 1947",University of Michigan,78253
3570,Kebu Stewart,1998,1998,F,6-8,239,"December 19, 1973","California State University, Bakersfield",1529
3573,Norm Stewart,1957,1957,F,6-5,205,"January 20, 1935",University of Missouri,78256
3575,Steve Stipanovich,1984,1988,C,6-11,245,"November 17, 1960",University of Missouri,78257
3576,Bryant Stith,1993,2002,G,6-5,208,"December 10, 1970",University of Virginia,179
3577,Sam Stith,1962,1962,G,6-2,185,"July 22, 1937",St. Bonaventure University,78259
3578,Tom Stith,1963,1963,F,6-5,210,"January 21, 1939",St. Bonaventure University,78260
3579,Alex Stivrins,1986,1993,F,6-8,220,"November 29, 1962",University of Colorado,78261
3581,John Stockton,1985,2003,G,6-1,170,"March 26, 1962",Gonzaga University,304
3582,Ed Stokes,1998,1998,C,7-0,264,"September 3, 1971",University of Arizona,1055
3583,Greg Stokes,1986,1990,F-C,6-10,220,"August 5, 1963",University of Iowa,78264
3584,Jarnell Stokes,2015,2017,F-C,6-9,263,"January 7, 1994",University of Tennessee,203950
3585,Maurice Stokes,1956,1958,F-C,6-7,232,"June 17, 1933",Saint Francis University,600016
3587,Diamond Stone,2017,2017,C,6-11,255,"February 10, 1997",University of Maryland,1627754
3588,George Stone,1969,1972,F,6-7,195,"February 9, 1946",Marshall University,80793
3591,Damon Stoudamire,1996,2008,G,5-10,171,"September 3, 1973",University of Arizona,757
3592,Salim Stoudamire,2006,2008,G,6-1,179,"October 11, 1982",University of Arizona,101136
3593,Paul Stovall,1973,1974,F,6-4,215,"August 16, 1948",Arizona State University,78267
3595,Joe Strawder,1966,1968,C,6-10,235,"September 21, 1940",Bradley University,78268
3596,Bill Stricker,1971,1971,F,6-9,210,"January 22, 1948",University of the Pacific,78269
3599,Rod Strickland,1989,2005,G,6-3,175,"July 11, 1966",DePaul University,393
3600,Roger Strickland,1964,1964,F,6-5,200,"September 4, 1940",Jacksonville University,78270
3601,John Stroeder,1988,1989,F,6-10,260,"July 24, 1958",University of Montana,78271
3602,Derek Strong,1992,2001,F,6-8,220,"February 9, 1968",Xavier University,400
3603,Lamont Strothers,1992,1993,G,6-4,190,"May 10, 1968",Christopher Newport University,78273
3604,John Stroud,1981,1981,F,6-7,215,"October 29, 1957",University of Mississippi,78274
3606,Rodney Stuckey,2008,2017,G,6-5,210,"April 21, 1986",Eastern Washington University,201155
3607,Gene Stump,1948,1950,F-G,6-2,185,"November 13, 1923",DePaul University,78275
3610,Jared Sullinger,2013,2017,F,6-9,260,"March 4, 1992",Ohio State University,203096
3611,DaJuan Summers,2010,2013,F,6-8,230,"January 24, 1988",Georgetown University,201969
3612,Barry Sumpter,1989,1989,F-C,6-11,215,"November 11, 1965",Austin Peay State University,78654
3613,Don Sunderlage,1954,1955,G,6-1,180,"December 20, 1929",University of Illinois at Urbana-Champaign,78278
3614,Jon Sundvold,1984,1992,G,6-2,170,"July 2, 1961",University of Missouri,78279
3615,Bob Sura,1996,2005,G,6-5,200,"March 25, 1973",Florida State University,682
3616,Dick Surhoff,1953,1954,F,6-4,210,"November 16, 1929",Long Island University,78280
3618,Dane Suttle,1984,1985,G,6-3,190,"August 9, 1961",Pepperdine University,78281
3619,Greg Sutton,1992,1996,G,6-2,170,"December 3, 1967",Oral Roberts University,357
3620,Keith Swagerty,1969,1970,F,6-7,235,"October 30, 1945",University of the Pacific,80639
3621,Bennie Swain,1959,1959,F,6-8,220,"December 16, 1933",Texas Southern University,78283
3622,Caleb Swanigan,2018,2018,F,6-8,250,"April 18, 1997",Purdue University,1628403
3623,Norm Swanson,1954,1954,F,6-6,210,"October 4, 1930",University of Detroit Mercy,78284
3624,Dan Swartz,1963,1963,F,6-4,215,"December 23, 1934",Morehead State University,78285
3626,Skeeter Swift,1970,1974,G,6-3,204,"June 19, 1946",East Tennessee State University,81051
3627,Stromile Swift,2001,2009,F,6-9,225,"November 21, 1979",Louisiana State University,2031
3632,Wally Szczerbiak,2000,2009,F,6-7,244,"March 5, 1977",Miami University,1887
3633,Walt Szczerbiak,1972,1972,F,6-6,210,"August 21, 1949",George Washington University,81390
3635,Chris Taft,2006,2006,F,6-10,260,"March 10, 1985",University of Pittsburgh,101147
3637,Roy Tarpley,1987,1995,C-F,6-11,230,"November 28, 1964",University of Michigan,78293
3638,Levern Tart,1968,1971,G-F,6-2,195,"June 1, 1942",Bradley University,80403
3639,Earl Tatum,1977,1980,G-F,6-5,185,"July 26, 1953",Marquette University,78294
3640,Jayson Tatum,2018,2018,F,6-8,205,"March 3, 1998",Duke University,1628369
3641,Anthony Taylor,1989,1989,G,6-4,175,"November 30, 1965",University of Oregon,78295
3642,Brian Taylor,1973,1982,G,6-2,185,"June 9, 1951",Princeton University,78296
3645,Fred Taylor,1971,1972,G-F,6-5,180,"February 5, 1948",University of Texas-Pan American,78298
3648,Jeff Taylor,1983,1987,G,6-4,175,"January 1, 1960",Texas Tech University,78299
3649,Jeffery Taylor,2013,2015,F,6-7,225,"May 23, 1989",Vanderbilt University,203106
3650,Jermaine Taylor,2010,2011,G,6-4,210,"December 8, 1986",University of Central Florida,201966
3651,Johnny Taylor,1998,2000,F,6-9,220,"June 4, 1974",University of Tennessee at Chattanooga,1511
3653,Maurice Taylor,1998,2007,F,6-9,260,"October 30, 1976",University of Michigan,1508
3654,Mike Taylor,2009,2009,G,6-2,165,"January 21, 1986",Iowa State University,201446
3655,Oliver Taylor,1971,1974,G-F,6-2,194,"March 7, 1947",University of Houston,81228
3656,Ronald Taylor,1970,1972,C,7-1,265,"November 21, 1947",University of Southern California,81037
3657,Tyshawn Taylor,2013,2014,G,6-3,185,"April 12, 1990",University of Kansas,203116
3658,Vince Taylor,1983,1983,G-F,6-5,180,"September 11, 1960",Duke University,78303
3659,Terry Teagle,1983,1993,F-G,6-5,195,"April 10, 1960",Baylor University,78304
3660,Jeff Teague,2010,2018,G,6-2,186,"June 10, 1988",Wake Forest University,201952
3661,Marquis Teague,2013,2014,G,6-2,189,"February 28, 1993",University of Kentucky,203104
3662,Collis Temple,1975,1975,F,6-8,220,"November 8, 1952",Louisiana State University,81809
3664,Ira Terrell,1977,1979,F-C,6-8,200,"June 19, 1954",Southern Methodist University,78305
3665,Carlos Terry,1981,1983,G-F,6-5,210,"June 22, 1956",Winston-Salem State University,78307
3666,Chuck Terry,1973,1977,F,6-6,215,"September 27, 1950","California State University, Long Beach",78306
3667,Claude Terry,1973,1978,G-F,6-4,195,"January 12, 1950",Stanford University,78308
3668,Jason Terry,2000,2018,G,6-2,185,"September 15, 1977",University of Arizona,1891
3669,Hasheem Thabeet,2010,2014,C,7-3,263,"February 16, 1987",University of Connecticut,201934
3670,Tom Thacker,1964,1971,G-F,6-2,170,"November 2, 1939",University of Cincinnati,78309
3672,Reggie Theus,1979,1991,G,6-7,190,"October 13, 1957","University of Nevada, Las Vegas",78310
3673,Peter Thibeaux,1985,1986,F,6-7,210,"October 3, 1961",Saint Mary's College of California,78311
3674,Bill Thieben,1957,1958,F-C,6-7,215,"March 28, 1935",Hofstra University,78312
3675,Justus Thigpen,1970,1974,G,6-1,160,"August 13, 1947",Weber State University,78313
3676,David Thirdkill,1983,1987,F-G,6-7,195,"April 12, 1960",Bradley University,78314
3681,Etan Thomas,2002,2011,F,6-9,256,"April 1, 1978",Syracuse University,2041
3683,Isaiah Thomas,2012,2017,G,5-9,185,"February 7, 1989",University of Washington,202738
3684,Isiah Thomas,1982,1994,G,6-1,180,"April 30, 1961",Indiana University,78318
3687,Jim Thomas,1984,1991,G,6-3,190,"October 19, 1960",Indiana University,78320
3688,Joe Thomas,1971,1971,F,6-6,205,"March 9, 1948",Marquette University,78321
3689,John Thomas,1998,2006,F,6-9,265,"September 8, 1975",University of Minnesota,1519
3690,Kenny Thomas,2000,2010,F,6-7,261,"July 25, 1977",University of New Mexico,1903
3691,Kurt Thomas,1996,2013,F,6-9,230,"October 4, 1972",Texas Christian University,703
3693,Malcolm Thomas,2012,2015,F,6-9,225,"November 8, 1988",San Diego State University,83342
3694,Ronald Thomas,1973,1976,F,6-6,215,"November 19, 1950",University of Louisville,81523
3695,Terry Thomas,1976,1976,F,6-8,220,"August 20, 1953",University of Detroit Mercy,78322
3696,Tim Thomas,1998,2010,F,6-10,230,"February 26, 1977",Villanova University,1501
3697,Tyrus Thomas,2007,2015,F,6-9,215,"August 17, 1986",Louisiana State University,200748
3698,Trey Thompkins,2012,2012,F,6-10,245,"May 20, 1990",University of Georgia,202717
3699,Bernard Thompson,1985,1989,F-G,6-6,210,"August 30, 1962","California State University, Fresno",78323
3700,Billy Thompson,1987,1992,F,6-7,195,"December 1, 1963",University of Louisville,1631
3701,Brooks Thompson,1995,1998,G,6-4,193,"July 19, 1970",Oklahoma State University,240
3702,Corny Thompson,1983,1983,F,6-8,225,"February 5, 1960",University of Connecticut,78325
3703,David Thompson,1976,1984,G-F,6-4,195,"July 13, 1954",North Carolina State University,78326
3704,Dijon Thompson,2006,2007,G-F,6-7,195,"February 23, 1983","University of California, Los Angeles",101159
3705,George Thompson,1970,1975,G,6-2,200,"November 29, 1947",Marquette University,78327
3707,Jack Thompson,1969,1969,G,6-1,185,"March 26, 1946",University of South Carolina,80843
3708,Jason Thompson,2009,2016,F-C,6-11,250,"July 21, 1986",Rider University,201574
3709,John Thompson,1965,1966,F,6-10,225,"September 2, 1941",Providence College,78328
3710,Kevin Thompson,1994,1994,C-F,6-11,260,"February 7, 1971",North Carolina State University,78329
3711,Klay Thompson,2012,2018,G-F,6-7,215,"February 8, 1990",Washington State University,202691
3712,LaSalle Thompson,1983,1997,C-F,6-10,245,"June 23, 1961",University of Texas at Austin,78
3713,Mychal Thompson,1979,1991,C-F,6-10,226,"January 30, 1955",University of Minnesota,78331
3715,Paul Thompson,1984,1986,G-F,6-6,210,"May 25, 1961",Tulane University,78332
3717,Tristan Thompson,2012,2018,F-C,6-9,238,"March 13, 1991",University of Texas at Austin,202684
3718,Skip Thoren,1968,1970,C,6-10,230,"April 5, 1943",University of Illinois at Urbana-Champaign,80548
3719,Rod Thorn,1964,1971,G,6-4,195,"May 23, 1941",West Virginia University,78335
3720,Al Thornton,2008,2011,F,6-8,220,"December 7, 1983",Florida State University,201154
3721,Bob Thornton,1986,1996,F-C,6-10,225,"July 10, 1962","University of California, Irvine",738
3722,Dallas Thornton,1969,1970,G,6-4,190,"September 1, 1946",Kentucky Wesleyan College,80844
3723,Marcus Thornton,2010,2017,G,6-4,205,"June 5, 1987",Louisiana State University,201977
3724,Sindarius Thornwell,2018,2018,G,6-5,212,"November 15, 1994",University of South Carolina,1628414
3725,Otis Thorpe,1985,2001,F-C,6-9,225,"August 5, 1962",Providence College,901
3726,Sedale Threatt,1984,1997,G,6-2,175,"September 10, 1961",West Virginia University Institute of Technology,9
3727,Nate Thurmond,1964,1977,C-F,6-11,225,"July 25, 1941",Bowling Green State University,600001
3731,Darren Tillis,1983,1984,C-F,6-11,215,"February 23, 1960",Cleveland State University,78343
3732,Jack Tingle,1948,1949,F,6-4,205,"December 30, 1924",University of Kentucky,78344
3733,George Tinsley,1970,1972,F,6-5,205,"September 19, 1946",Kentucky Wesleyan College,81009
3734,Jamaal Tinsley,2002,2014,G,6-3,195,"February 28, 1978",Iowa State University,2224
3735,Wayman Tisdale,1986,1997,F-C,6-9,240,"June 9, 1964",University of Oklahoma,47
3738,Ray Tolbert,1982,1989,F,6-9,225,"September 10, 1958",Indiana University,78348
3739,Tom Tolbert,1989,1995,F-C,6-7,235,"October 16, 1965",University of Arizona,78347
3741,Dean Tolson,1975,1978,F,6-8,190,"November 25, 1951",University of Arkansas,78349
3742,Rudy Tomjanovich,1971,1981,F,6-8,218,"November 24, 1948",University of Michigan,78350
3743,Andrew Toney,1981,1988,G,6-3,178,"November 23, 1957",University of Louisiana at Lafayette,78351
3744,Sedric Toney,1986,1994,G,6-2,178,"April 13, 1962",University of Dayton,78352
3745,Andy Tonkovich,1949,1949,G,6-1,185,"November 1, 1922",Marshall University,78353
3748,Bernard Toone,1980,1980,F,6-9,210,"July 14, 1956",Marquette University,78356
3750,Gene Tormohlen,1963,1970,C-F,6-8,230,"May 12, 1937",University of Tennessee,78358
3751,Bill Tosheff,1952,1954,G,6-1,175,"June 2, 1926",Indiana University,78359
3753,Monte Towe,1976,1977,G,5-7,150,"September 27, 1953",North Carolina State University,78361
3756,Linton Townes,1983,1985,F-G,6-7,190,"November 30, 1959",James Madison University,78364
3757,Karl-Anthony Towns,2016,2018,C-F,7-0,244,"November 15, 1995",University of Kentucky,1626157
3758,Raymond Townsend,1979,1982,G,6-3,175,"December 20, 1955","University of California, Los Angeles",78365
3759,George Trapp,1972,1977,F-C,6-8,205,"July 11, 1948","California State University, Long Beach",78366
3760,John Trapp,1969,1973,F,6-7,210,"October 2, 1945","University of Nevada, Las Vegas",78367
3761,Robert Traylor,1999,2005,F,6-8,284,"February 1, 1977",University of Michigan,1714
3762,Gary Trent,1996,2004,F,6-8,250,"September 22, 1974",Ohio University,718
3763,Jeff Trepagnier,2002,2004,G,6-4,200,"July 11, 1979",University of Southern California,2244
3764,John Tresvant,1965,1973,F-C,6-7,215,"November 6, 1939",Seattle University,78651
3766,Kelly Tripucka,1982,1991,F-G,6-6,220,"February 16, 1959",University of Notre Dame,78369
3767,Ansley Truitt,1973,1973,C,6-9,215,"August 24, 1950",University of California,81444
3769,Lou Tsioropoulos,1957,1959,F,6-5,190,"August 31, 1930",University of Kentucky,78371
3770,Al Tucker,1968,1972,F,6-8,190,"February 24, 1943",Oklahoma Baptist University,78372
3771,Alando Tucker,2008,2010,F,6-6,205,"February 11, 1984",University of Wisconsin,201169
3773,Jim Tucker,1955,1957,F,6-7,185,"December 11, 1932",Duquesne University,78374
3775,Trent Tucker,1983,1993,G,6-5,193,"December 20, 1959",University of Minnesota,78375
3776,Ronny Turiaf,2006,2015,F,6-10,249,"January 13, 1983",Gonzaga University,101142
3777,Andre Turner,1987,1992,G,5-11,160,"December 13, 1964",University of Memphis,78377
3778,Bill Turner,1968,1973,F,6-7,220,"February 18, 1944",University of Akron,78385
3779,Elston Turner,1982,1989,G-F,6-5,190,"June 10, 1959",University of Mississippi,78378
3780,Evan Turner,2011,2018,G,6-7,220,"October 27, 1988",Ohio State University,202323
3782,Herschell Turner,1968,1968,G,6-2,195,"March 29, 1938",University of Nebraska,80187
3783,Jack Turner,1955,1955,F-G,6-4,170,"June 29, 1930",Western Kentucky University,78380
3784,Jack Turner,1962,1962,G-F,6-5,200,"June 5, 1939",University of Louisville,78382
3785,Jeff Turner,1985,1996,F-C,6-9,230,"April 9, 1962",Vanderbilt University,78381
3786,John Turner,1992,1992,F,6-8,245,"November 30, 1967",Phillips University,1819
3787,Myles Turner,2016,2018,C-F,6-11,243,"March 24, 1996",University of Texas at Austin,1626167
3790,Dave Twardzik,1973,1980,G,6-1,175,"September 20, 1950",Old Dominion University,78387
3791,Jack Twyman,1956,1966,F-G,6-6,210,"May 11, 1934",University of Cincinnati,78388
3792,B.J. Tyler,1995,1995,G,6-1,185,"April 30, 1971",University of Texas at Austin,189
3793,Terry Tyler,1979,1989,F-G,6-7,215,"October 30, 1956",University of Detroit Mercy,78390
3794,Charlie Tyra,1958,1962,C-F,6-8,230,"August 16, 1935",University of Louisville,78391
3796,Ekpe Udoh,2011,2018,C-F,6-10,240,"May 20, 1987",Baylor University,202327
3798,Tyler Ulis,2017,2018,G,5-10,150,"January 5, 1996",University of Kentucky,1627755
3799,Wes Unseld,1969,1981,C-F,6-7,245,"March 14, 1946",University of Louisville,78392
3804,Stephen Vacendak,1968,1970,G,6-1,185,"August 15, 1944",Duke University,80567
3805,Darnell Valentine,1982,1991,G,6-1,183,"February 3, 1959",University of Kansas,78395
3806,Denzel Valentine,2017,2018,G,6-6,212,"November 16, 1993",Michigan State University,1627756
3808,John Vallely,1971,1972,G,6-3,185,"October 3, 1948","University of California, Los Angeles",78397
3809,Dick Van Arsdale,1966,1977,G-F,6-5,210,"February 22, 1943",Indiana University,78398
3810,Tom Van Arsdale,1966,1977,F-G,6-5,202,"February 22, 1943",Indiana University,78399
3812,Jan Van Breda Kolff,1975,1983,F-G,6-7,195,"December 16, 1951",Vanderbilt University,78400
3813,Nick Van Exel,1994,2006,G,6-1,170,"November 27, 1971",University of Cincinnati,89
3814,Keith Van Horn,1998,2006,F,6-10,220,"October 23, 1975",University of Utah,1496
3815,Norm Van Lier,1970,1979,G,6-1,173,"April 1, 1947",Saint Francis University,78406
3816,Dennis Van Zant,1976,1976,F,6-9,210,"June 1, 1952",Azusa Pacific University,81754
3817,Gene Vance,1948,1952,G-F,6-3,195,"February 25, 1923",University of Illinois at Urbana-Champaign,78402
3819,Ernie Vandeweghe,1950,1956,F-G,6-3,195,"September 12, 1928",Colgate University,78405
3820,Kiki Vandeweghe,1981,1993,F,6-8,220,"August 1, 1958","University of California, Los Angeles",78404
3821,Nick Vanos,1986,1987,C,7-1,255,"April 13, 1963",Santa Clara University,78407
3824,Jarvis Varnado,2013,2014,F,6-9,230,"March 1, 1988",Mississippi State University,202363
3825,Greivis Vasquez,2011,2017,G,6-6,217,"January 16, 1987",University of Maryland,202349
3827,David Vaughn,1975,1976,C,6-11,220,"June 4, 1952",Oral Roberts University,81848
3828,David Vaughn,1996,1999,F,6-9,240,"March 23, 1973",University of Memphis,710
3829,Jacque Vaughn,1998,2009,G,6-1,190,"February 11, 1975",University of Kansas,1521
3830,Rashad Vaughn,2016,2018,G,6-6,202,"August 16, 1996","University of Nevada, Las Vegas",1626173
3832,Loy Vaught,1991,2001,F,6-9,230,"February 27, 1968",University of Michigan,919
3833,Bob Verga,1968,1974,G,6-1,190,"September 7, 1945",Duke University,78413
3835,Charlie Villanueva,2006,2016,F,6-11,232,"August 24, 1984",University of Connecticut,101111
3836,Jay Vincent,1982,1990,F,6-7,220,"June 10, 1959",Michigan State University,78418
3837,Sam Vincent,1986,1992,G,6-2,185,"May 18, 1963",Michigan State University,78417
3839,Claude Virden,1973,1973,F,6-6,195,"November 25, 1947",Murray State University,81192
3843,Noah Vonleh,2015,2018,F,6-10,240,"August 24, 1995",Indiana University,203943
3844,Jake Voskuhl,2001,2009,C,6-11,245,"November 1, 1977",University of Connecticut,2063
3845,Danny Vranes,1982,1988,F,6-7,210,"October 29, 1958",University of Utah,78423
3846,Brett Vroman,1981,1981,C,7-0,220,"December 25, 1955","University of Nevada, Las Vegas",78425
3847,Jackson Vroman,2005,2006,F-C,6-10,220,"June 6, 1981",Iowa State University,2761
3848,Nikola Vucevic,2012,2018,C,7-0,260,"October 24, 1990",University of Southern California,202696
3849,Dwyane Wade,2004,2018,G,6-4,220,"January 17, 1982",Marquette University,2548
3851,Von Wafer,2006,2012,G,6-5,210,"July 21, 1985",Florida State University,101144
3853,Dajuan Wagner,2003,2007,G,6-2,200,"February 4, 1983",University of Memphis,2402
3855,Milt Wagner,1988,1991,G,6-5,185,"February 20, 1963",University of Louisville,78429
3857,Dion Waiters,2013,2018,G,6-4,225,"December 10, 1991",Syracuse University,203079
3858,Granville Waiters,1984,1988,C,6-11,225,"January 8, 1961",Ohio State University,78430
3859,Andre Wakefield,1979,1980,G,6-3,175,"January 11, 1955",Loyola University of Chicago,78431
3860,Neal Walk,1970,1977,C,6-10,220,"July 29, 1948",University of Florida,78432
3861,Andy Walker,1977,1977,G,6-4,190,"March 25, 1955",Niagara University,78433
3862,Antoine Walker,1997,2008,F,6-8,224,"August 12, 1976",University of Kentucky,952
3863,Brady Walker,1949,1952,F-C,6-6,205,"March 15, 1921",Brigham Young University,78434
3864,Chet Walker,1963,1975,F-G,6-6,212,"February 22, 1940",Bradley University,78435
3865,Darrell Walker,1984,1993,G,6-4,180,"March 9, 1961",University of Arkansas,78437
3866,Foots Walker,1975,1984,G,6-0,184,"May 21, 1951",State University of West Georgia,78436
3867,Henry Walker,2009,2015,F,6-6,220,"October 9, 1987",Kansas State University,201611
3868,Horace Walker,1962,1962,F,6-3,210,"April 17, 1937",Michigan State University,78438
3869,Jimmy Walker,1968,1976,G,6-3,195,"April 8, 1944",Providence College,78439
3870,Kemba Walker,2012,2018,G,6-1,172,"May 8, 1990",University of Connecticut,202689
3871,Kenny Walker,1987,1995,F,6-8,210,"August 18, 1964",University of Kentucky,78440
3872,Phil Walker,1978,1978,G,6-3,180,"March 20, 1956",Millersville University of Pennsylvania,78441
3873,Samaki Walker,1997,2006,F,6-9,240,"February 25, 1976",University of Louisville,955
3874,Wally Walker,1977,1984,F,6-7,190,"July 18, 1954",University of Virginia,78442
3875,John Wall,2011,2018,G,6-4,195,"September 6, 1990",University of Kentucky,202322
3877,Gerald Wallace,2002,2015,F,6-7,215,"July 23, 1982",University of Alabama,2222
3878,John Wallace,1997,2004,F,6-8,225,"February 9, 1974",Syracuse University,961
3879,Rasheed Wallace,1996,2013,F-C,6-10,225,"September 17, 1974",University of North Carolina,739
3881,Dwight Waller,1969,1972,F,6-6,220,"October 5, 1945",Tennessee State University,78444
3882,Jamie Waller,1988,1988,G,6-4,215,"November 20, 1964",Virginia Union University,78445
3884,Jim Walsh,1958,1958,F,6-4,195,"August 29, 1930",Stanford University,78446
3886,Rex Walters,1994,2000,G,6-4,190,"March 12, 1970",University of Kansas,777
3887,Paul Walther,1950,1955,G-F,6-2,160,"March 23, 1927",University of Tennessee,78447
3888,Bill Walton,1975,1987,C-F,6-11,210,"November 5, 1952","University of California, Los Angeles",78450
3890,Lloyd Walton,1977,1981,G,6-0,160,"November 23, 1953",Marquette University,78449
3891,Luke Walton,2004,2013,F,6-8,235,"March 28, 1980",University of Arizona,2575
3892,Bobby Wanzer,1949,1957,G,6-0,170,"June 4, 1921",Seton Hall University,78453
3893,Perry Warbington,1975,1975,G,6-2,165,"September 7, 1952",Georgia Southern University,78454
3894,Charlie Ward,1995,2005,G,6-2,190,"October 12, 1970",Florida State University,369
3895,Gerry Ward,1964,1967,G,6-4,195,"September 6, 1941",Boston College,78455
3896,Henry Ward,1976,1977,G-F,6-4,195,"January 30, 1952",Jackson State University,78456
3898,Jim Ware,1967,1969,F,6-7,210,"May 2, 1944",Oklahoma City University,78457
3899,Ben Warley,1963,1970,F-G,6-5,200,"September 4, 1936",Tennessee State University,78458
3901,Cornell Warner,1971,1977,F-C,6-9,220,"August 12, 1948",Jackson State University,78460
3902,Bob Warren,1969,1976,G,6-5,190,"July 17, 1946",Vanderbilt University,80829
3904,T.J. Warren,2015,2018,F,6-8,230,"September 5, 1993",North Carolina State University,203933
3905,Willie Warren,2011,2011,G,6-4,203,"October 22, 1989",University of Oklahoma,202378
3906,Bryan Warrick,1983,1986,G,6-5,195,"July 22, 1959",Saint Joseph's University,78462
3907,Hakim Warrick,2006,2013,F,6-9,219,"July 8, 1982",Syracuse University,101124
3908,Chris Washburn,1987,1988,C,6-11,225,"May 13, 1965",North Carolina State University,78463
3911,Donald Washington,1975,1976,F,6-8,210,"April 22, 1952",University of North Carolina,81849
3912,Duane Washington,1988,1993,G,6-4,195,"August 31, 1964",Middle Tennessee State University,78464
3913,Eric Washington,1998,1999,G,6-4,190,"March 23, 1974",University of Alabama,1540
3914,Jim Washington,1966,1976,F-C,6-6,210,"July 1, 1943",Villanova University,78466
3915,Kermit Washington,1974,1988,F-C,6-8,230,"September 17, 1951",American University,78467
3917,Richard Washington,1977,1982,F-C,6-11,220,"July 15, 1955","University of California, Los Angeles",78468
3918,Stan Washington,1975,1975,G,6-4,190,"January 23, 1952",University of San Diego,78470
3919,Trooper Washington,1968,1973,F-C,6-7,215,"April 21, 1944",Cheyney University of Pennsylvania,80678
3920,Wilson Washington,1978,1979,F-C,6-9,227,"August 3, 1955",Old Dominion University,78471
3922,Bobby Watson,1955,1955,G,6-0,160,"March 22, 1930",University of Kentucky,79635
3924,Earl Watson,2002,2014,G,6-1,195,"June 12, 1979","University of California, Los Angeles",2248
3925,Jamie Watson,1995,1999,F,6-7,190,"February 23, 1972",University of South Carolina,320
3926,Ron Watts,1966,1967,F,6-6,210,"May 21, 1943",Wake Forest University,78474
3933,Nick Weatherspoon,1974,1980,F,6-7,195,"July 20, 1950",University of Illinois at Urbana-Champaign,78475
3934,Kyle Weaver,2009,2011,G,6-6,201,"February 18, 1986",Washington State University,201602
3937,Spud Webb,1986,1998,G,5-6,133,"July 13, 1963",North Carolina State University,892
