,first_name,full_name,id,last_name
1822,Mel,Mel Hutchins,77089,Hutchins
1823,Chandler,Chandler Hutchison,1628990,Hutchison
1824,Joe,Joe Hutton,77090,Hutton
1825,Greg,Greg Hyder,77091,Hyder
1826,Marc,Marc Iavaroni,77092,Iavaroni
1827,Serge,Serge Ibaka,201586,Ibaka
1828,Andre,Andre Iguodala,2738,Iguodala
1829,Zydrunas,Zydrunas Ilgauskas,980,Ilgauskas
1830,Mile,Mile Ilic,101148,Ilic
1831,Ersan,Ersan Ilyasova,101141,Ilyasova
1832,Darrall,Darrall Imhoff,77093,Imhoff
1833,Tom,Tom Ingelsby,77094,Ingelsby
1834,Joe,Joe Ingles,204060,Ingles
1835,Damien,Damien Inglis,203996,Inglis
1836,Andre,Andre Ingram,201281,Ingram
1837,Brandon,Brandon Ingram,1627742,Ingram
1838,Joel,Joel Ingram,77095,Ingram
1839,Byron,Byron Irvin,77096,Irvin
1840,Kyrie,Kyrie Irving,202681,Irving
1841,Jonathan,Jonathan Isaac,1628371,Isaac
1842,Dan,Dan Issel,77097,Issel
1843,Mike,Mike Iuzzolino,77098,Iuzzolino
1844,Allen,Allen Iverson,947,Iverson
1845,Royal,Royal Ivey,2767,Ivey
1846,Wes,Wes Iwundu,1628411,Iwundu
1847,Jarrett,Jarrett Jack,101127,Jack
1848,Aaron,Aaron Jackson,1628935,Jackson
1849,Al,Al Jackson,77099,Jackson
1850,Bobby,Bobby Jackson,1517,Jackson
1851,Cedric,Cedric Jackson,202132,Jackson
1852,Darnell,Darnell Jackson,201616,Jackson
1853,Demetrius,Demetrius Jackson,1627743,Jackson
1854,Frank,Frank Jackson,1628402,Jackson
1855,Greg,Greg Jackson,77101,Jackson
1856,Jaren,Jaren Jackson,1114,Jackson
1857,Jermaine,Jermaine Jackson,1983,Jackson
1858,Jim,Jim Jackson,754,Jackson
1859,Josh,Josh Jackson,1628367,Jackson
1860,Justin,Justin Jackson,1628382,Jackson
1861,Justin,Justin Jackson,1628992,Jackson
1862,Lucious,Lucious Jackson,77103,Jackson
1863,Luke,Luke Jackson,2739,Jackson
1864,Marc,Marc Jackson,1531,Jackson
1865,Mark,Mark Jackson,349,Jackson
1866,Michael,Michael Jackson,77104,Jackson
1867,Myron,Myron Jackson,77105,Jackson
1868,Phil,Phil Jackson,77106,Jackson
1869,Pierre,Pierre Jackson,203510,Jackson
1870,Ralph,Ralph Jackson,77107,Jackson
1871,Randell,Randell Jackson,1872,Jackson
1872,Reggie,Reggie Jackson,202704,Jackson
1873,Stanley,Stanley Jackson,77109,Jackson
1874,Stephen,Stephen Jackson,1536,Jackson
1875,Tony,Tony Jackson,77100,Jackson
1876,Tracy,Tracy Jackson,77110,Jackson
1877,Wardell,Wardell Jackson,77111,Jackson
1878,Jaren,Jaren Jackson Jr.,1628991,Jackson Jr.
1879,Winfred,Winfred Jacobs,77112,Jacobs
1880,Casey,Casey Jacobsen,2418,Jacobsen
1881,Sam,Sam Jacobson,1734,Jacobson
1882,Dave,Dave Jamerson,77114,Jamerson
1883,Aaron,Aaron James,77115,James
1884,Bernard,Bernard James,203108,James
1885,Damion,Damion James,202345,James
1886,Gene,Gene James,77116,James
1887,Henry,Henry James,1080,James
1888,Jerome,Jerome James,1744,James
1889,LeBron,LeBron James,2544,James
1890,Mike,Mike James,2229,James
1891,Mike,Mike James,1628455,James
1892,Tim,Tim James,1906,James
1893,Antawn,Antawn Jamison,1712,Jamison
1894,Harold,Harold Jamison,1942,Jamison
1895,John,John Janisch,77120,Janisch
1896,Howie,Howie Janotta,77122,Janotta
1897,Marko,Marko Jaric,2060,Jaric
1898,Tony,Tony Jaros,77123,Jaros
1899,Sarunas,Sarunas Jasikevicius,101180,Jasikevicius
1900,Nathan,Nathan Jawai,201605,Jawai
1901,Buddy,Buddy Jeannette,77125,Jeannette
1902,Abdul,Abdul Jeelani,77126,Jeelani
1903,Chris,Chris Jefferies,2423,Jefferies
1904,Othyus,Othyus Jeffers,201785,Jeffers
1905,Al,Al Jefferson,2744,Jefferson
1906,Amile,Amile Jefferson,1628518,Jefferson
1907,Cory,Cory Jefferson,203928,Jefferson
1908,Dontell,Dontell Jefferson,200971,Jefferson
1909,Richard,Richard Jefferson,2210,Jefferson
1910,Jared,Jared Jeffries,2407,Jeffries
1911,Charles,Charles Jenkins,202724,Jenkins
1912,Horace,Horace Jenkins,2798,Jenkins
1913,John,John Jenkins,203098,Jenkins
1914,Brandon,Brandon Jennings,201943,Jennings
1915,Keith,Keith Jennings,24,Jennings
1916,Chris,Chris Jent,1137,Jent
1917,Les,Les Jepsen,77129,Jepsen
1918,Jonas,Jonas Jerebko,201973,Jerebko
1919,Curtis,Curtis Jerrells,201998,Jerrells
1920,Grant,Grant Jerrett,203511,Jerrett
1921,Pooh,Pooh Jeter,200817,Jeter
1922,Britton,Britton Johnsen,2639,Johnsen
1923,Alexander,Alexander Johnson,200792,Johnson
1924,Alize,Alize Johnson,1628993,Johnson
1925,Amir,Amir Johnson,101161,Johnson
1926,Andy,Andy Johnson,77131,Johnson
1927,Anthony,Anthony Johnson,1533,Johnson
1928,Armon,Armon Johnson,202356,Johnson
1929,Arnie,Arnie Johnson,77132,Johnson
1930,Avery,Avery Johnson,422,Johnson
1931,Brice,Brice Johnson,1627744,Johnson
1932,Buck,Buck Johnson,77130,Johnson
1933,Carldell,Carldell Johnson,201291,Johnson
1934,Charlie,Charlie Johnson,77133,Johnson
1935,Chris,Chris Johnson,202419,Johnson
1936,Chris,Chris Johnson,203187,Johnson
1937,Clay,Clay Johnson,77135,Johnson
1938,Clemon,Clemon Johnson,77136,Johnson
1939,Dakari,Dakari Johnson,1626177,Johnson
1940,Darryl,Darryl Johnson,683,Johnson
1941,Dave,Dave Johnson,77138,Johnson
1942,David,David Johnson,77139,Johnson
1943,DeMarco,DeMarco Johnson,1746,Johnson
1944,Dennis,Dennis Johnson,77141,Johnson
1945,DerMarr,DerMarr Johnson,2035,Johnson
1946,Eddie,Eddie Johnson,698,Johnson
1947,Eddie,Eddie Johnson,77144,Johnson
1948,Eric,Eric Johnson,77145,Johnson
1949,Ervin,Ervin Johnson,911,Johnson
1950,Frank,Frank Johnson,77146,Johnson
1951,George,George Johnson,77147,Johnson
1952,George,George Johnson,77148,Johnson
1953,George,George Johnson,77149,Johnson
1954,Gus,Gus Johnson,77150,Johnson
1955,Harold,Harold Johnson,77151,Johnson
1956,Ivan,Ivan Johnson,201274,Johnson
1957,JaJuan,JaJuan Johnson,202707,Johnson
1958,James,James Johnson,201949,Johnson
1959,Joe,Joe Johnson,2207,Johnson
1960,John,John Johnson,77152,Johnson
1961,Kannard,Kannard Johnson,77153,Johnson
1962,Ken,Ken Johnson,2256,Johnson
1963,Ken,Ken Johnson,77154,Johnson
1964,Kevin,Kevin Johnson,134,Johnson
1965,Larry,Larry Johnson,913,Johnson
1966,Larry,Larry Johnson,77156,Johnson
1967,Lee,Lee Johnson,77158,Johnson
1968,Linton,Linton Johnson,2669,Johnson
1969,Lynbert,Lynbert Johnson,77159,Johnson
1970,Magic,Magic Johnson,77142,Johnson
1971,Marques,Marques Johnson,77160,Johnson
1972,Mickey,Mickey Johnson,77168,Johnson
1973,Neil,Neil Johnson,77161,Johnson
1974,Nick,Nick Johnson,203910,Johnson
1975,Ollie,Ollie Johnson,77162,Johnson
1976,Omari,Omari Johnson,204179,Johnson
1977,Orlando,Orlando Johnson,203111,Johnson
1978,Reggie,Reggie Johnson,77163,Johnson
1979,Rich,Rich Johnson,77164,Johnson
1980,Ron,Ron Johnson,77165,Johnson
1981,Stanley,Stanley Johnson,1626169,Johnson
1982,Steffond,Steffond Johnson,77166,Johnson
1983,Steve,Steve Johnson,77134,Johnson
1984,Trey,Trey Johnson,201234,Johnson
1985,Tyler,Tyler Johnson,204020,Johnson
1986,Vinnie,Vinnie Johnson,77167,Johnson
1987,Wesley,Wesley Johnson,202325,Johnson
1988,Darius,Darius Johnson-Odom,203130,Johnson-Odom
1989,Nate,Nate Johnston,77170,Johnston
1990,Neil,Neil Johnston,77169,Johnston
1991,Jim,Jim Johnstone,77171,Johnstone
1992,Nikola,Nikola Jokic,203999,Jokic
1993,Howie,Howie Jolliff,77172,Jolliff
1994,Alvin,Alvin Jones,2264,Jones
1995,Anthony,Anthony Jones,77173,Jones
1996,Askia,Askia Jones,77174,Jones
1997,Bill,Bill Jones,77180,Jones
1998,Bobby,Bobby Jones,77193,Jones
1999,Bobby,Bobby Jones,200784,Jones
2000,Caldwell,Caldwell Jones,77175,Jones
2001,Charles,Charles Jones,279,Jones
2002,Charles,Charles Jones,77178,Jones
2003,Charles R.,Charles R. Jones,1869,Jones
2004,Dahntay,Dahntay Jones,2563,Jones
2005,Damian,Damian Jones,1627745,Jones
2006,Damon,Damon Jones,1800,Jones
2007,DeQuan,DeQuan Jones,203199,Jones
2008,Dominique,Dominique Jones,202346,Jones
2009,Dontae',Dontae' Jones,963,Jones
2010,Dwayne,Dwayne Jones,101204,Jones
2011,Dwight,Dwight Jones,77182,Jones
2012,Earl,Earl Jones,77183,Jones
2013,Eddie,Eddie Jones,224,Jones
2014,Edgar,Edgar Jones,77184,Jones
2015,Fred,Fred Jones,2410,Jones
2016,Jake,Jake Jones,77185,Jones
2017,Jalen,Jalen Jones,1627883,Jones
2018,James,James Jones,2592,Jones
2019,Jimmy,Jimmy Jones,77186,Jones
2020,Johnny,Johnny Jones,77187,Jones
2021,Jumaine,Jumaine Jones,1908,Jones
2022,K.C.,K.C. Jones,77188,Jones
2023,Kevin,Kevin Jones,203158,Jones
2024,Larry,Larry Jones,77200,Jones
2025,Major,Major Jones,77189,Jones
2026,Mark,Mark Jones,2891,Jones
2027,Mark,Mark Jones,90000,Jones
2028,Nick,Nick Jones,77195,Jones
2029,Ozell,Ozell Jones,77191,Jones
2030,Popeye,Popeye Jones,461,Jones
2031,Rich,Rich Jones,77192,Jones
2032,Robin,Robin Jones,77194,Jones
2033,Sam,Sam Jones,77196,Jones
2034,Shelton,Shelton Jones,2652,Jones
2035,Solomon,Solomon Jones,200780,Jones
2036,Steve,Steve Jones,77197,Jones
2037,Terrence,Terrence Jones,203093,Jones
2038,Tyus,Tyus Jones,1626145,Jones
2039,Wali,Wali Jones,77198,Jones
2040,Wallace,Wallace Jones,77199,Jones
2041,Wil,Wil Jones,77201,Jones
2042,Willie,Willie Jones,77202,Jones
2043,Willie,Willie Jones,77203,Jones
2044,Perry,Perry Jones III,203103,Jones III
2045,Derrick,Derrick Jones Jr.,1627884,Jones Jr.
2046,Adonis,Adonis Jordan,1817,Jordan
2047,DeAndre,DeAndre Jordan,201599,Jordan
2048,Eddie,Eddie Jordan,77205,Jordan
2049,Jerome,Jerome Jordan,202366,Jordan
2050,Michael,Michael Jordan,893,Jordan
2051,Reggie,Reggie Jordan,674,Jordan
2052,Thomas,Thomas Jordan,77208,Jordan
2053,Walter,Walter Jordan,77209,Jordan
2054,Phil,Phil Jordon,77210,Jordon
2055,Johnny,Johnny Jorgensen,77211,Jorgensen
2056,Noble,Noble Jorgensen,77212,Jorgensen
2057,Roger,Roger Jorgensen,77213,Jorgensen
2058,Cory,Cory Joseph,202709,Joseph
2059,Garth,Garth Joseph,2123,Joseph
2060,Kris,Kris Joseph,203126,Joseph
2061,Yvon,Yvon Joseph,77214,Joseph
2062,Jeff,Jeff Judkins,77215,Judkins
2063,Edwin,Edwin Kachan,77217,Kachan
2064,George,George Kaftan,77218,Kaftan
2065,Ed,Ed Kalafat,77219,Kalafat
2066,Chris,Chris Kaman,2549,Kaman
2067,Frank,Frank Kaminsky,1626163,Kaminsky
2068,Enes,Enes Kanter,202683,Kanter
2069,Ralph,Ralph Kaplowitz,77221,Kaplowitz
2070,Jason,Jason Kapono,2574,Kapono
2071,Tony,Tony Kappen,77222,Kappen
2072,Sergey,Sergey Karasev,203508,Karasev
2073,Coby,Coby Karl,201207,Karl
2074,George,George Karl,77223,Karl
2075,Ed,Ed Kasid,77225,Kasid
2076,Mario,Mario Kasun,2435,Kasun
2077,Leo,Leo Katkaveck,77226,Katkaveck
2078,Bob,Bob Kauffman,77227,Kauffman
2079,Sasha,Sasha Kaun,201619,Kaun
2080,Wilbert,Wilbert Kautz,77228,Kautz
2081,Clarence,Clarence Kea,77229,Kea
2082,Michael,Michael Kearns,77230,Kearns
2083,Tommy,Tommy Kearns,77231,Kearns
2084,Adam,Adam Keefe,228,Keefe
2085,Harold,Harold Keeling,77233,Keeling
2086,Ken,Ken Keller,77234,Keller
2087,Rich,Rich Kelley,77235,Kelley
2088,Clark,Clark Kellogg,77236,Kellogg
2089,Gerard,Gerard Kelly,77237,Kelly
2090,Ryan,Ryan Kelly,203527,Kelly
2091,Tom,Tom Kelly,77238,Kelly
2092,Greg,Greg Kelser,77239,Kelser
2093,Ben,Ben Kelso,77240,Kelso
2094,Shawn,Shawn Kemp,431,Kemp
2095,Tim,Tim Kempton,1118,Kempton
2096,Frank,Frank Kendrick,77242,Kendrick
2097,Luke,Luke Kennard,1628379,Kennard
2098,D.J.,D.J. Kennedy,202810,Kennedy
2099,Eugene,Eugene Kennedy,77243,Kennedy
2100,Joe,Joe Kennedy,77244,Kennedy
2101,William,William Kennedy,77245,Kennedy
2102,Larry,Larry Kenon,77246,Kenon
2103,Bill,Bill Kenville,77247,Kenville
2104,Jonathan,Jonathan Kerner,1801,Kerner
2105,Johnny,Johnny Kerr,77248,Kerr
2106,Steve,Steve Kerr,70,Kerr
2107,Jack,Jack Kerris,77249,Kerris
2108,Jerome,Jerome Kersey,760,Kersey
2109,Alec,Alec Kessler,77251,Kessler
2110,Lari,Lari Ketner,1930,Ketner
2111,Randolph,Randolph Keys,705,Keys
2112,Viktor,Viktor Khryapa,2751,Khryapa
2113,Jason,Jason Kidd,467,Kidd
2114,Warren,Warren Kidd,77254,Kidd
2115,Michael,Michael Kidd-Gilchrist,203077,Kidd-Gilchrist
2116,Irv,Irv Kiffin,77255,Kiffin
2117,Jack,Jack Kiley,77256,Kiley
2118,Ernie,Ernie Killum,77257,Killum
2119,Carl,Carl Kilpatrick,77258,Kilpatrick
2120,Sean,Sean Kilpatrick,203930,Kilpatrick
2121,Toby,Toby Kimball,77259,Kimball
2122,Bo,Bo Kimble,77260,Kimble
2123,Stan,Stan Kimbrough,77261,Kimbrough
2124,Chad,Chad Kinch,77262,Kinch
2125,Albert,Albert King,77263,King
2126,Bernard,Bernard King,77264,King
2127,Chris,Chris King,12,King
2128,Dan,Dan King,77266,King
2129,Frankie,Frankie King,701,King
2130,George,George King,77268,King
2131,George,George King,1628994,King
2132,Gerard,Gerard King,1562,King
2133,Jim,Jim King,77270,King
2134,Jimmy,Jimmy King,728,King
2135,Maury,Maury King,77272,King
2136,Reggie,Reggie King,77273,King
2137,Rich,Rich King,1101,King
2138,Stacey,Stacey King,351,King
2139,Tom,Tom King,77276,King
2140,Bob,Bob Kinney,77277,Kinney
2141,Tarence,Tarence Kinsey,200814,Kinsey
2142,Andrei,Andrei Kirilenko,1905,Kirilenko
2143,Alex,Alex Kirk,203945,Kirk
2144,Walt,Walt Kirk,77278,Kirk
2145,Doug,Doug Kistler,77279,Kistler
2146,Curtis,Curtis Kitchen,77280,Kitchen
2147,Greg,Greg Kite,1123,Kite
2148,Kerry,Kerry Kittles,954,Kittles
2149,Maxi,Maxi Kleber,1628467,Kleber
2150,Joe,Joe Kleine,170,Kleine
2151,Linas,Linas Kleiza,101132,Kleiza
2152,Leo,Leo Klier,77283,Klier
2153,Herm,Herm Klotz,77284,Klotz
2154,Duane,Duane Klueh,77285,Klueh
2155,Billy,Billy Knight,77290,Knight
2156,Bob,Bob Knight,77287,Knight
2157,Brandin,Brandin Knight,2688,Knight
2158,Brandon,Brandon Knight,202688,Knight
2159,Brevin,Brevin Knight,1510,Knight
2160,Negele,Negele Knight,1861,Knight
2161,Ron,Ron Knight,77288,Knight
2162,Toby,Toby Knight,77289,Knight
2163,Travis,Travis Knight,969,Knight
2164,Lee,Lee Knorek,77291,Knorek
2165,Dick,Dick Knostman,77292,Knostman
2166,Rod,Rod Knowles,77293,Knowles
2167,Kevin,Kevin Knox,1628995,Knox
2168,Bart,Bart Kofoed,77294,Kofoed
2169,Don,Don Kojis,77295,Kojis
2170,Milo,Milo Komenich,77296,Komenich
2171,Howard,Howard Komives,77297,Komives
2172,Jon,Jon Koncak,402,Koncak
2173,Bud,Bud Koper,77299,Koper
2174,Joe,Joe Kopicki,77300,Kopicki
2175,Furkan,Furkan Korkmaz,1627788,Korkmaz
2176,Frank,Frank Kornet,77301,Kornet
2177,Luke,Luke Kornet,1628436,Kornet
2178,Yaroslav,Yaroslav Korolev,101117,Korolev
2179,Kyle,Kyle Korver,2594,Korver
2180,Len,Len Kosmalski,77302,Kosmalski
2181,Andy,Andy Kostecka,77303,Kostecka
2182,Harold,Harold Kottman,77304,Kottman
2183,Kosta,Kosta Koufos,201585,Koufos
2184,Tom,Tom Kozelko,77305,Kozelko
2185,Arvid,Arvid Kramer,77306,Kramer
2186,Barry,Barry Kramer,77307,Kramer
2187,Joel,Joel Kramer,77308,Kramer
2188,Dan,Dan Kraus,77309,Kraus
2189,Herb,Herb Krautblatt,77310,Krautblatt
2190,Viacheslav,Viacheslav Kravtsov,203139,Kravtsov
2191,Jim,Jim Krebs,77311,Krebs
2192,Wayne,Wayne Kreklow,77312,Kreklow
2193,Tom,Tom Kron,77313,Kron
2194,Tom,Tom Kropp,77314,Kropp
2195,Nenad,Nenad Krstic,2420,Krstic
2196,Larry,Larry Krystkowiak,1474,Krystkowiak
2197,Steve,Steve Kuberski,77316,Kuberski
2198,Leo,Leo Kubiak,77317,Kubiak
2199,Bruce,Bruce Kuczenski,77318,Kuczenski
2200,Frank,Frank Kudelka,77319,Kudelka
2201,John,John Kuester,77320,Kuester
2202,Ray,Ray Kuka,77322,Kuka
2203,Toni,Toni Kukoc,389,Kukoc
2204,Arnoldas,Arnoldas Kulboka,1629083,Kulboka
2205,Kevin,Kevin Kunnert,77323,Kunnert
2206,Mitch,Mitch Kupchak,77324,Kupchak
2207,Charles,Charles Kupec,77325,Kupec
2208,Rodions,Rodions Kurucs,1629066,Kurucs
2209,Rob,Rob Kurz,201633,Kurz
2210,Ibrahim,Ibrahim Kutluay,2825,Kutluay
2211,Kyle,Kyle Kuzma,1628398,Kuzma
2212,Ognjen,Ognjen Kuzmic,203136,Kuzmic
2213,Mindaugas,Mindaugas Kuzminskas,1627851,Kuzminskas
2214,Fred,Fred LaCour,77327,LaCour
2215,Raef,Raef LaFrentz,1711,LaFrentz
2216,Tom,Tom LaGarde,77328,LaGarde
2217,Rusty,Rusty LaRue,1601,LaRue
2218,Rudy,Rudy LaRusso,77340,LaRusso
2219,Zach,Zach LaVine,203897,LaVine
2220,Skal,Skal Labissiere,1627746,Labissiere
2221,Sam,Sam Lacey,77326,Lacey
2222,Christian,Christian Laettner,363,Laettner
2223,Oliver,Oliver Lafayette,201802,Lafayette
2224,Bill,Bill Laimbeer,100263,Laimbeer
2225,Pete,Pete Lalich,77329,Lalich
2226,Bo,Bo Lamar,77330,Lamar
2227,Doron,Doron Lamb,203117,Lamb
2228,Jeremy,Jeremy Lamb,203087,Lamb
2229,John,John Lambert,77331,Lambert
2230,Jeff,Jeff Lamp,77332,Lamp
2231,Maciej,Maciej Lampe,2573,Lampe
2232,Jim,Jim Lampley,77333,Lampley
2233,Sean,Sean Lampley,2253,Lampley
2234,Carl,Carl Landry,201171,Landry
2235,Marcus,Marcus Landry,202068,Landry
2236,Mark,Mark Landsberger,77334,Landsberger
2237,Jerome,Jerome Lane,77335,Lane
2238,Andrew,Andrew Lang,457,Lang
2239,Antonio,Antonio Lang,226,Lang
2240,James,James Lang,2591,Lang
2241,Trajan,Trajan Langdon,1892,Langdon
2242,Keith,Keith Langford,101247,Langford
2243,Dan,Dan Langhi,2061,Langhi
2244,Bob,Bob Lanier,600005,Lanier
2245,Stu,Stu Lantz,77338,Lantz
2246,Nicolas,Nicolas Laprovittola,1627879,Laprovittola
2247,York,York Larese,77339,Larese
2248,Shane,Shane Larkin,203499,Larkin
2249,John,John Laskowski,77341,Laskowski
2250,Stephane,Stephane Lasme,201186,Lasme
2251,Dave,Dave Lattin,77342,Lattin
2252,Priest,Priest Lauderdale,968,Lauderdale
2253,Rich,Rich Laurel,77344,Laurel
2254,Walt,Walt Lautenbach,77345,Lautenbach
2255,Joffrey,Joffrey Lauvergne,203530,Lauvergne
2256,Tony,Tony Lavelli,77346,Lavelli
2257,Bob,Bob Lavoy,77347,Lavoy
2258,Acie,Acie Law,201151,Law
2259,Gani,Gani Lawal,202371,Lawal
2260,Ed,Ed Lawrence,77348,Lawrence
2261,Jason,Jason Lawson,1535,Lawson
2262,Ty,Ty Lawson,201951,Lawson
2263,Jake,Jake Layman,1627774,Layman
2264,Dennis,Dennis Layton,77350,Layton
2265,Caris,Caris LeVert,1627747,LeVert
2266,TJ,TJ Leaf,1628388,Leaf
2267,Emanuel,Emanuel Leaks,77351,Leaks
2268,Hal,Hal Lear,77352,Lear
2269,Allen,Allen Leavell,77353,Leavell
2270,Jeff,Jeff Lebo,77354,Lebo
2271,Eric,Eric Leckner,287,Leckner
2272,Ricky,Ricky Ledo,203495,Ledo
2273,Butch,Butch Lee,77356,Lee
2274,Clyde,Clyde Lee,77357,Lee
2275,Courtney,Courtney Lee,201584,Lee
2276,Damion,Damion Lee,1627814,Lee
2277,David,David Lee,101135,Lee
2278,Doug,Doug Lee,77358,Lee
2279,George,George Lee,77359,Lee
2280,Greg,Greg Lee,77360,Lee
2281,Keith,Keith Lee,77361,Lee
2282,Kurk,Kurk Lee,77362,Lee
2283,Malcolm,Malcolm Lee,202723,Lee
2284,Marcus,Marcus Lee,1629159,Lee
2285,Rock,Rock Lee,77363,Lee
2286,Ron,Ron Lee,77364,Lee
2287,Russell,Russell Lee,77365,Lee
2288,Ed,Ed Leede,77366,Leede
2289,Hank,Hank Lefkowitz,77367,Lefkowitz
2290,Tim,Tim Legler,100,Legler
2291,George,George Lehmann,77369,Lehmann
2292,Walter,Walter Lemon Jr.,1627215,Lemon Jr.
2293,Alex,Alex Len,203458,Len
2294,Voshon,Voshon Lenard,702,Lenard
2295,Bob,Bob Leonard,77371,Leonard
2296,Gary,Gary Leonard,77370,Leonard
2297,Kawhi,Kawhi Leonard,202695,Leonard
2298,Meyers,Meyers Leonard,203086,Leonard
2299,Jim,Jim Les,77372,Les
2300,Travis,Travis Leslie,202727,Leslie
2301,Ronnie,Ronnie Lester,77373,Lester
2302,Clifford,Clifford Lett,77374,Lett
2303,Jon,Jon Leuer,202720,Leuer
2304,Andrew,Andrew Levane,77375,Levane
2305,Lafayette,Lafayette Lever,77376,Lever
2306,Cliff,Cliff Levingston,77377,Levingston
2307,Bobby,Bobby Lewis,77385,Lewis
2308,Cedric,Cedric Lewis,736,Lewis
2309,Fred,Fred Lewis,77379,Lewis
2310,Freddie,Freddie Lewis,77380,Lewis
2311,Grady,Grady Lewis,77381,Lewis
2312,Martin,Martin Lewis,729,Lewis
2313,Quincy,Quincy Lewis,1900,Lewis
2314,Ralph,Ralph Lewis,77383,Lewis
2315,Rashard,Rashard Lewis,1740,Lewis
2316,Reggie,Reggie Lewis,77384,Lewis
2317,Marcus,Marcus Liberty,77386,Liberty
2318,Todd,Todd Lichti,77387,Lichti
2319,DeAndre,DeAndre Liggins,202732,Liggins
2320,Bill,Bill Ligon,77388,Ligon
2321,Damian,Damian Lillard,203081,Lillard
2322,Jeremy,Jeremy Lin,202391,Lin
2323,Steve,Steve Lingenfelter,77389,Lingenfelter
2324,Alton,Alton Lister,175,Lister
2325,Randy,Randy Livingston,988,Livingston
2326,Shaun,Shaun Livingston,2733,Livingston
2327,Ron,Ron Livingstone,77392,Livingstone
2328,Horacio,Horacio Llamas,1024,Llamas
2329,Earl,Earl Lloyd,77394,Lloyd
2330,Lewis,Lewis Lloyd,77395,Lloyd
2331,Scott,Scott Lloyd,77396,Lloyd
2332,Bob,Bob Lochmueller,77397,Lochmueller
2333,Robert,Robert Lock,77398,Lock
2334,Darrell,Darrell Lockhart,77399,Lockhart
2335,Ian,Ian Lockhart,1100,Lockhart
2336,Kevin,Kevin Loder,77401,Loder
2337,Don,Don Lofgran,77402,Lofgran
2338,Johnny,Johnny Logan,77403,Logan
2339,Brad,Brad Lohaus,38,Lohaus
2340,Art,Art Long,1609,Long
2341,Grant,Grant Long,3,Long
2342,John,John Long,1381,Long
2343,Paul,Paul Long,77406,Long
2344,Shawn,Shawn Long,1627848,Long
2345,Luc,Luc Longley,26,Longley
2346,Kevon,Kevon Looney,1626172,Looney
2347,Brook,Brook Lopez,201572,Lopez
2348,Felipe,Felipe Lopez,1732,Lopez
2349,Raul,Raul Lopez,2221,Lopez
2350,Robin,Robin Lopez,201577,Lopez
2351,Ryan,Ryan Lorthridge,943,Lorthridge
2352,Jim,Jim Loscutoff,77409,Loscutoff
2353,Plummer,Plummer Lott,77410,Lott
2354,Kevin,Kevin Loughery,77411,Loughery
2355,Bob,Bob Love,77412,Love
2356,Kevin,Kevin Love,201567,Love
2357,Stan,Stan Love,77413,Love
2358,Clyde,Clyde Lovellette,77414,Lovellette
2359,Sidney,Sidney Lowe,77415,Lowe
2360,Chuck,Chuck Lowery,77416,Lowery
2361,Kyle,Kyle Lowry,200768,Lowry
2362,Al,Al Lucas,77417,Lucas
2363,Jerry,Jerry Lucas,77418,Lucas
2364,John,John Lucas,77419,Lucas
2365,Kalin,Kalin Lucas,203564,Lucas
2366,Maurice,Maurice Lucas,77420,Lucas
2367,John,John Lucas III,101249,Lucas III
2368,Ted,Ted Luckenbill,77421,Luckenbill
2369,Tyronn,Tyronn Lue,1731,Lue
2370,Jim,Jim Luisi,77422,Luisi
2371,Al,Al Lujack,77423,Lujack
2372,Phil,Phil Lumpkin,77424,Lumpkin
2373,Ray,Ray Lumpp,77425,Lumpp
2374,Timothe,Timothe Luwawu-Cabarrot,1627789,Luwawu-Cabarrot
2375,Tyler,Tyler Lydon,1628399,Lydon
2376,Trey,Trey Lyles,1626168,Lyles
2377,George,George Lynch,248,Lynch
2378,Kevin,Kevin Lynch,77426,Lynch
2379,Mike,Mike Lynn,77427,Lynn
2380,Sheldon,Sheldon Mac,1627815,Mac
2381,Todd,Todd MacCulloch,1928,MacCulloch
2382,Ronnie,Ronnie MacGilvray,77430,MacGilvray
2383,Don,Don MacLean,931,MacLean
2384,Mike,Mike Macaluso,77428,Macaluso
2385,Ed,Ed Macauley,77429,Macauley
2386,Scott,Scott Machado,203159,Machado
2387,Arvydas,Arvydas Macijauskas,101178,Macijauskas
2388,Ollie,Ollie Mack,77432,Mack
2389,Sam,Sam Mack,694,Mack
2390,Shelvin,Shelvin Mack,202714,Mack
2391,Malcolm,Malcolm Mackey,1635,Mackey
2392,Rudy,Rudy Macklin,77435,Macklin
2393,Vernon,Vernon Macklin,202731,Macklin
2394,Johnny,Johnny Macknowski,77436,Macknowski
2395,Daryl,Daryl Macon,1629133,Macon
2396,Mark,Mark Macon,1855,Macon
2397,J.P.,J.P. Macura,1629122,Macura
2398,Kyle,Kyle Macy,77438,Macy
2399,Jack,Jack Maddox,77439,Maddox
2400,Tito,Tito Maddox,2432,Maddox
2401,Gerald,Gerald Madkins,1666,Madkins
2402,Mark,Mark Madsen,2058,Madsen
2403,Norm,Norm Mager,77441,Mager
2404,Josh,Josh Magette,203705,Magette
2405,Corey,Corey Maggette,1894,Maggette
2406,Dave,Dave Magley,77442,Magley
2407,Jamaal,Jamaal Magloire,2048,Magloire
2408,Ian,Ian Mahinmi,101133,Mahinmi
2409,John,John Mahnken,77443,Mahnken
2410,Francis,Francis Mahoney,77444,Mahoney
2411,Rick,Rick Mahorn,328,Mahorn
